Counter	Created_time	Time_Stamp	ID	Message	Shares	Status_type	Full_Picture	Reactions_like	Reactions_haha	Reactions_wow	Reactions_sad	Reactions_angry	Reactions_love
150	2018-10-15T17:29:03+0000	1539635343.0	211857482296579_2207637286175019	"- Como de praxe, Jair Bolsonaro faz mais uma visita aos amigos dos BOPE.

. Link no youtube: https://youtu.be/5kcGJDXLRCk"	8041	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/41880443_2207638689508212_3233127577996492800_n.jpg?_nc_cat=104&_nc_ohc=JHh-F0FdDUwAX-5GAjL&_nc_ht=scontent.xx&oh=0a0f89189f2c260731b927896f9a6721&oe=5EA26F96	51443	79	529	1	21	5684
151	2018-10-15T09:37:35+0000	1539607055.0	211857482296579_482469788932510	REDE RECORD: 14/10. O início da segunda semana de Jair Bolsonaro no segundo turno das eleições presidenciais.	7536	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/42646507_482470738932415_8403527329111867392_n.jpg?_nc_cat=108&_nc_ohc=XW1irLj-4z4AX81whQR&_nc_ht=scontent.xx&oh=2ef71f2eba1c1cbcbd53645e69352180&oe=5ED520C6	41879	67	221	2	23	3532
152	2018-10-16T16:11:45+0000	1539717105.0	211857482296579_340205303450431	Visita de Karol Eller Agustín e Eduardo Costa a Jair Bolsonaro (parte 2).	17074	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/41454850_340213856782909_710285018349436928_n.jpg?_nc_cat=104&_nc_ohc=ta-LEZWKUV0AX_ftGUW&_nc_ht=scontent.xx&oh=2574f53eeef82728bafa9ede25f6f693&oe=5ED91920	72403	482	290	56	166	26870
153	2018-10-16T15:42:21+0000	1539715341.0	211857482296579_283021539205796	Visita de Karol Eller Agustín e Eduardo Costa a Jair Bolsonaro (parte 1).	66916	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/42013590_283026802538603_2727839205496455168_n.jpg?_nc_cat=105&_nc_ohc=XXPtG6-wRC4AX9L2KMB&_nc_ht=scontent.xx&oh=6e849efbcdcd3834dbb7db8ba2df9307&oe=5EA03754	132931	1923	629	82	366	53283
154	2018-10-16T13:40:38+0000	1539708038.0	211857482296579_729894440697267	"Via Eduardo Bolsonaro

BOLSONARO E NOSSA SENHORA APARECIDA, MAIS UMA FAKE NEWS

Circula no whatsapp que eu e Jair Bolsonaro teríamos apoiado o PL 2623/07 que tiraria Nossa Senhora de Aparecida do posto de padroeira do Brasil. Mentira! Em 2007 nem deputado eu era, só para começar essa ""estória"" sem pé nem cabeça."	10305	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/40872162_729894887363889_8743507293766680576_n.jpg?_nc_cat=106&_nc_ohc=wWxKuKkxs5EAX-tjpi2&_nc_ht=scontent.xx&oh=31da3be495b868a7e65afd3df271ffcc&oe=5E9CDE55	32344	702	144	66	131	1711
155	2018-10-16T12:17:56+0000	1539703076.0	211857482296579_1998648213512406	O currículo de Andrade vai só aumentando...	22020	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/43837201_1998651286845432_3115050985634922496_n.jpg?_nc_cat=100&_nc_ohc=ZrcSMNtVYbsAX-JG2nY&_nc_ht=scontent.xx&oh=0ac1eaec77ba0d60c6ddc85e2c185eee&oe=5EA4ACFC	33432	7734	309	30	135	1136
156	2018-10-16T01:47:59+0000	1539665279.0	211857482296579_333425983917537	"‪- Evento neste domingo, 14/10/2018.‬
‪- Muito Obrigado João Pessoa / PB.‬
‪- Um forte abraço ao Imenso Nordeste!‬"	12328	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/41707801_333426277250841_5854549506921594880_n.jpg?_nc_cat=109&_nc_ohc=l1osl8z7RbEAX_b3DKc&_nc_ht=scontent.xx&oh=75061f7f8c85aa149666ae9522ec4ab2&oe=5E96C83F	43390	80	1051	0	25	6221
157	2018-10-17T23:57:56+0000	1539831476.0	211857482296579_482174522271315	‪Haddad ameaça a justiça e o povo brasileiro. O fingimento do apreço pela democracia não dura muito quando abrem a boca! Gostaria de uma opinião dos Tribunais deste país ou vamos viver nesse mundo de faz de contas criado por alguns?‬	35065	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/43224946_482174795604621_6882384353934966784_n.jpg?_nc_cat=110&_nc_ohc=c-R9Z5IJNvoAX-A1Bed&_nc_ht=scontent.xx&oh=abf47bcfb85843a123b291eb59deed73&oe=5EA831B6	49778	11824	605	372	15108	347
158	2018-10-17T22:41:54+0000	1539826914.0	211857482296579_493965111107513	Os pontos que importam: PROPOSTAS! Analise e tire suas conclusões!	33500	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/41376803_493965847774106_3600045375668355072_n.jpg?_nc_cat=106&_nc_ohc=AFP6Nb3CV7gAX9jyo3_&_nc_ht=scontent.xx&oh=89ad44a45c885cf441dc45b6677e6fcb&oe=5ED318D9	49238	184	418	6	51	4896
159	2018-10-17T15:24:33+0000	1539800673.0	211857482296579_706337839748415	‪Jair Bolsonaro visita Dom Orani Tempesta, Cardeal e Arcebispo do Rio de Janeiro!‬	11208	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/41872591_706338606415005_3471962905371475968_n.jpg?_nc_cat=107&_nc_ohc=TkSMmSq2oL8AX95PvJK&_nc_ht=scontent.xx&oh=1a980735f7eb4a8d430f56cefdf5a9e0&oe=5E9D90B4	42428	64	244	14	38	4107
160	2018-10-17T12:42:39+0000	1539790959.0	211857482296579_587190995069355	Bolsonaro, o inverso do poste do corrupto preso:	16249	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/42010139_587192931735828_8744698318262632448_n.jpg?_nc_cat=108&_nc_ohc=Bn3NxWZRDLcAX8CIlsp&_nc_ht=scontent.xx&oh=4c39ebad0649f89f9e9b4efeffee4412&oe=5ED1F746	49376	801	157	4	19	4514
161	2018-10-18T23:00:00+0000	1539914400.0	211857482296579_580531589030275	"- Os cães ladram e a caravana passa!

. Inscreva-se em nosso canal no youtube e tenha acesso a nossos vídeos: https://youtu.be/m-F1jDvCMk4"	183922	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/43784293_580548432361924_1383481976190664704_n.jpg?_nc_cat=102&_nc_ohc=ST6fchIw8-0AX_S6vBD&_nc_ht=scontent.xx&oh=956848718497f5d68872a85df8d36215&oe=5E979FFD	267760	3931	1000	271	1796	108454
162	2018-10-19T15:32:26+0000	1539973946.0	211857482296579_348654852373551	"- Enquanto nações, principalmente as subdesenvolvidas crescem sua economia com a exploração turística, o Brasil mantem sua taxa estável, com cerca de 5 milhões de turistas ao ano, há cerca de 20 anos, mesmo com o Ministério do Turismo criado em 2003. 

- Cerca de 95% do turismo no Brasil tem inacreditavelmente o giro apenas interno, sendo apenas 5% de estrangeiros. A falta de infraestrutura, a visão geral que o Brasil tem devido a violência e o desinteresse pela especialização da língua inglesa são outros problemas.

- Além de tudo mencionado, você sabia que atracar um navio, como os de cruzeiro, num porto brasileiro custa cerca de 20 vezes mais que em qualquer lugar do mundo, fora o problema da violência que desencadeia todo um processo de desconfiança e esvaziamento turístico?

- Soluções: desburocratização, combate ao crime e indicações técnicas sem o viés meramente político.

- Não há mágicas! Precisamos principalmente de um governo sério e comprometido com quem realmente interessa!

. Baía de Angra dos Reis"	6573	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/41713284_348655972373439_6083371796650786816_n.jpg?_nc_cat=109&_nc_ohc=EB6DttoXNmQAX_K-ytW&_nc_ht=scontent.xx&oh=52eb2765f5d08728e367c34af873bbff&oe=5ED82F84	38986	65	704	60	32	2870
163	2018-10-19T11:32:15+0000	1539959535.0	211857482296579_312053526288551	"- Rápida Entrevista sobre fatos do dia:

. Link no youtube: https://youtu.be/e3P3g-lzuJk"	15370	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/43279660_312054096288494_313739655801470976_n.jpg?_nc_cat=103&_nc_ohc=UnhnOo9QyE4AX8D7AxC&_nc_ht=scontent.xx&oh=67de1bdaa2ff20b0195b374c6aa69b2b&oe=5ED94555	50549	168	337	9	41	4080
164	2018-10-20T21:35:56+0000	1540082156.0	211857482296579_1432248350238550	‪- O chefe da quadrilha, preso por corrupção, enquanto presidente mais uma vez prestando exemplo lamentável a um humilde trabalhador brasileiro. Assista e tire suas conclusões:‬	24499	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/43325228_1432249326905119_8543217867649187840_n.jpg?_nc_cat=110&_nc_ohc=zlnz0emZoXIAX8oXWe2&_nc_ht=scontent.xx&oh=2d349cacdfe4492a9285bcbb36915a5f&oe=5ED6FF17	45596	4248	622	466	839	1299
165	2018-10-20T12:50:24+0000	1540050624.0	211857482296579_802702550078262	- De Norte a Sul: Sem fixação pelo poder, juntos seremos um gigante!	17314	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/41615706_802703203411530_7141518671708422144_n.jpg?_nc_cat=104&_nc_ohc=FpfjRs3TFxMAX-2fLw9&_nc_ht=scontent.xx&oh=fa05078f33f937e5869af6a146bc1f25&oe=5EA439BC	45513	89	469	22	50	5397
166	2018-10-20T10:14:08+0000	1540041248.0	211857482296579_339194863551780	- José Nêumane Pinto fala sobre tentativa do PT de inviabilizar a candidatura de Bolsonaro.	58975	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/42075461_339195510218382_2823124128700039168_n.jpg?_nc_cat=103&_nc_ohc=byIjxM3I28IAX8T5Q-Y&_nc_ht=scontent.xx&oh=f612f7ea537b46cbc7c8316dbd6d60eb&oe=5EA49983	67565	2220	237	13	68	4819
167	2018-10-22T22:46:53+0000	1540259213.0	211857482296579_1920948457991882	"- Entrevista sobre manifestações de apoio, comentário de filho envolvendo o STF há 4 meses e sobre sua produção do dia!

. Youtube: youtu.be/3ruxcOZaCYE"	10534	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/42710860_1920951507991577_5043928469080113152_n.jpg?_nc_cat=100&_nc_ohc=SUimrgJGknIAX-ruHyr&_nc_ht=scontent.xx&oh=ba32bead3d2c8158c9db8a4f79c649f1&oe=5ED24C34	46361	67	224	10	37	3438
168	2018-10-22T15:10:25+0000	1540231825.0	211857482296579_2263333750609616	‪- Confesso nunca ter visto nada parecido! Surpresa muito bacana! Um abraço Mato Grosso do Sul! ‬	31177	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/41687998_2263334673942857_149852525648936960_n.jpg?_nc_cat=101&_nc_ohc=45GkTANeltcAX8Vi1_r&_nc_ht=scontent.xx&oh=ce6bcd47adab3490f822259ade6f3f21&oe=5E9FAD97	67751	261	2818	8	28	9717
169	2018-10-22T01:03:50+0000	1540181030.0	211857482296579_493869874443030	- Ninguém resiste ao carinho de uma criança! Faz parte de nosso dever preservar a inocência de todas elas. Visita que recebemos de um pequeno grupo de deficientes auditivos! 👍🏻	18183	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/41708787_493870224442995_2385015856527572992_n.jpg?_nc_cat=109&_nc_ohc=LTHoOWXnZHQAX-jgk9o&_nc_ht=scontent.xx&oh=bdaf78eb4600eaa0be2da501ebf8b925&oe=5E95B98F	57863	128	440	6	33	12724
170	2018-10-23T23:43:01+0000	1540348981.0	211857482296579_549006952219650	"- Band: Fim da reeleição, novo atentado e mais.

. Youtube: https://youtu.be/lQXuGyHpxyQ"	6696	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/41837765_549008952219450_7305264437307375616_n.jpg?_nc_cat=103&_nc_ohc=JScjNhApYooAX8NVEUH&_nc_ht=scontent.xx&oh=a163c0253c8a792ec80a5f284148e378&oe=5EA2602B	34204	64	301	11	21	1985
171	2018-10-23T20:12:07+0000	1540336327.0	211857482296579_1919595458095838	"- Recepção emocionante de comitiva representando grande parte dos Prefeitos do Brasil e buscando sempre conhecer os problemas dos eleitos que vivem mais próximos da população! Assista ao conteúdo da reunião:

. Link no youtube. https://youtu.be/yFO3fCFz-k0"	25429	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/41801726_1919598271428890_2503948156698361856_n.jpg?_nc_cat=108&_nc_ohc=QrR3eFkj1ZMAX-xT1Sy&_nc_ht=scontent.xx&oh=1b8a7eebca24747d5b8d98e357bbb99d&oe=5E990627	55000	93	426	56	37	5100
172	2018-10-23T18:06:54+0000	1540328814.0	211857482296579_276851812947393	- Hoje recebi rapidamente uma parte da ampliada bancada de Deputados Federais focados no aperfeiçoamento da destroçada Segurança Pública do Brasil! Juntos, trabalharemos para resgatar o Brasil da herança maldita de violência deixada por governos anteriores!	11044	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/42010066_276852082947366_6591445923593715712_n.jpg?_nc_cat=111&_nc_ohc=Pc_yBxmbsV4AX8rD7QU&_nc_ht=scontent.xx&oh=a7db65fe3a19f7ffb99938f9490a8b5a&oe=5E9D8E34	43860	92	491	2	18	3363
173	2018-10-24T23:00:18+0000	1540432818.0	211857482296579_2094741270570889	"- Novas informações e mentiras que estão sendo difundidas a meu respeito!

. Link no youtube: https://youtu.be/a3DFyl6E1BE"	175675	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/42013842_2094750850569931_8344252485459771392_n.jpg?_nc_cat=101&_nc_ohc=xFH37dyYeF0AX9FRf-d&_nc_ht=scontent.xx&oh=0c78349748e8214689edbc06218e3b57&oe=5E96FC25	231255	2261	949	194	1130	81532
174	2018-10-24T21:09:35+0000	1540426175.0	211857482296579_539432583149376	"- FANTOCHE DO LULA PEGO NA MENTIRA AO VIVO MAIS UMA VEZ

- O maior fabricante de Fake News das eleições afirmou diversas vezes que meu Vice, General Mourão, teria torturado um militante comunista em 1969. Ele só não imaginou que alguém pesquisaria um pouco e descobriria que Mourão tinha 16 anos e sequer era militar nesta data. Após ser desmascarado, restou fazer o que sempre fazem: desviar o assunto e não se responsabilizarem por enganar a população. Já era esperado, se eles sequer reconhecem seus crimes de corrupção, quem dirá mentiras deslavadas..."	108085	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/42676714_539432889816012_3156441216099287040_n.jpg?_nc_cat=103&_nc_ohc=ExZfP8babWYAX99ecqF&_nc_ht=scontent.xx&oh=5eeb0fb3b53c093a36cc4cb6cb71884a&oe=5E977EC1	63937	22867	399	137	1477	1791
175	2018-10-24T16:20:53+0000	1540408853.0	211857482296579_300498463895833	Concordo com o mano brown 👍🏻	36743	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/41876139_300499233895756_1803784413465542656_n.jpg?_nc_cat=105&_nc_ohc=6Mi6gn7Ufb0AX_WPY9s&_nc_ht=scontent.xx&oh=a683f6b111b6ecdbd8e0231135a555ba&oe=5ED38773	93334	20390	513	16	64	10271
176	2018-10-24T12:10:08+0000	1540393808.0	211857482296579_243781356289759	"- Entrevista a TV Cidade Verde: Infraestrutura, logística, educação, economia, turismo e pontos que realmente importam.
- contra bravatas e mentiras, a verdade!

. Link no youtube: https://youtu.be/aiC3wFEyY3U"	12758	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/41927072_243782592956302_8540161521676713984_n.jpg?_nc_cat=102&_nc_ohc=jP8e_1pq4BYAX8-Wstg&_nc_ht=scontent.xx&oh=2d9aea3409246cb1cca14d4f40cbf52e&oe=5EA6FC77	35355	59	240	6	36	2629
177	2018-10-24T00:50:23+0000	1540353023.0	211857482296579_321577785089853	Bolsonaro e Haddad citados na Lava-Jato. Tirem suas conclusões!	16689	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/43194413_321578141756484_6906477673061548032_n.jpg?_nc_cat=104&_nc_ohc=OE-tKOwkw1EAX-KN19Y&_nc_ht=scontent.xx&oh=bbef814ffd109b2d581cc7cdd8698405&oe=5E9D6A49	34996	914	185	13	93	2118
178	2018-10-25T20:56:35+0000	1540511795.0	211857482296579_2167036803538937	- Entrevista para o Terça Livre TV sobre o bolivarianismo e o Foro de SP. Assista:	16053	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/43285995_2167040760205208_4487417491974258688_n.jpg?_nc_cat=111&_nc_ohc=b7O4d-3WMc4AX-Ii8c3&_nc_ht=scontent.xx&oh=f74aac4d2712a379e28b93c644e28227&oe=5EDB0055	39427	92	521	16	62	2809
179	2018-10-25T08:30:57+0000	1540467057.0	211857482296579_685790048472840	- Agradeço a consideração do Empresário Roberto Justus!	106648	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/41917888_685790868472758_1432604891544551424_n.jpg?_nc_cat=108&_nc_ohc=Ca8ShrXQwDoAX9fWkSa&_nc_ht=scontent.xx&oh=9e269f79b2984d4382fce250f77a7649&oe=5E9F08ED	118040	185	1162	11	64	10175
180	2018-10-26T22:47:57+0000	1540604877.0	211857482296579_567097510414528	Recebemos visita de deputado Ítalo-brasileiro Roberto Lorenzato trazendo o apoio e pedido de extradição do terrorista italiano Cesare Battisti oriundos do Vice-Primeiro Ministro da Itália. Compromisso reafirmado!	17396	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/43321394_567097973747815_1081032896057180160_n.jpg?_nc_cat=110&_nc_ohc=o3aZmdhUjG0AX-HeOGE&_nc_ht=scontent.xx&oh=5f6028457d54c1f2e161a4f3304456eb&oe=5E90C325	58909	435	237	5	46	4869
181	2018-10-26T13:44:48+0000	1540572288.0	211857482296579_2255428511367562	"- Índia da Tribo Xingu visita Jair Bolsonaro e conhece suas reais propostas, sem as mentiras do PT. O Brasil é de todos nós!

. Link em nosso canal no youtube: https://youtu.be/ATP-Zy07ycM"	30834	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/43265252_2255429211367492_1144718568043053056_n.jpg?_nc_cat=107&_nc_ohc=f_tUpZNQ_wYAX83Xlyr&_nc_ht=scontent.xx&oh=bea41d5bcad71f2c560c0d9f3f1340af&oe=5E9F67BF	64466	208	529	16	65	6993
182	2018-10-27T21:55:54+0000	1540688154.0	211857482296579_2149131062082170	"- Última live pré-segundo turno.
- O futuro está nas mãos dos brasileiros. (Parte 2).

. Link completo no youtube. https://youtu.be/2py6E3U2wCc"	35903	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/s640x640/43917593_2149137272081549_5427847229073260544_n.jpg?_nc_cat=108&_nc_ohc=8MQZSI2nC_wAX9NIIVj&_nc_ht=scontent.xx&_nc_tp=1002&oh=5703e1edf737576ab490608058983c5f&oe=5E93531E	140844	968	417	64	382	44243
183	2018-10-27T19:18:59+0000	1540678739.0	211857482296579_281609079133933	- A DEMOCRACIA DO MST, UNE e outros estranhos: Militantes de esquerda, desafiam justiça e fazem ato chamando Juiz Moro de corrupto:	9479	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/42928602_281609599133881_5539779759048753152_n.jpg?_nc_cat=111&_nc_ohc=zJq9dp-pECMAX-UEQMH&_nc_ht=scontent.xx&oh=16cec23e6d05cab9a191d8a3fe5e9fbe&oe=5E9F966E	27039	688	343	2735	9600	312
184	2018-10-27T14:56:51+0000	1540663011.0	211857482296579_326403148173770	‪- Em suas redes sociais, Joaquim barbosa divulga voto em Haddad, mas já está na história que ele mesmo disse que só Bolsonaro não foi comprado pelo  PT no esquema de corrupção conhecido como Mensalão, que feria gravamente a democracia do nosso país anulando o Poder Legislativo.‬	40669	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/43084501_326403944840357_1974474771814940672_n.jpg?_nc_cat=111&_nc_ohc=wfVWrZojTXgAX8QxJkM&_nc_ht=scontent.xx&oh=c2434e94e09f0d2b6572bd4379b7f2b1&oe=5E9855C2	65665	2646	443	283	582	3931
185	2018-10-27T13:18:24+0000	1540657104.0	211857482296579_2144234992273942	Trabalhador indignado mostra a realidade de violência no Brasil na era PT.	28640	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/42894191_2144236785607096_1843164792508907520_n.jpg?_nc_cat=109&_nc_ohc=EJIlgheRLCkAX-yklcL&_nc_ht=scontent.xx&oh=eaf45654546eb2f4f1ed65dc0ed8eb6e&oe=5EA6288E	47805	88	301	3597	416	1208
186	2018-10-28T00:56:35+0000	1540698995.0	211857482296579_2152743251644109	- Depois de décadas, o Brasil finalmente tem a chance de eleger um presidente que carrega verdadeiramente os valores dos brasileiros, que respeita a família, contra as drogas, que combate radicalmente a criminalidade e a corrupção em nossa política. O Brasil será de todos os brasileiros. Vamos juntos mudar os rumos da nossa nação! Vamos votar Jair Bolsonaro presidente 17! Um forte abraço a todos e até a vitória, se Deus quiser!	44395	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/43918127_2152743564977411_5841675157768241152_n.jpg?_nc_cat=103&_nc_ohc=EejEYk2mVqEAX_IxS_D&_nc_ht=scontent.xx&oh=4be618c578347f81fd478cbf3f0b32cd&oe=5E9B7949	144230	414	537	33	269	21712
187	2018-10-28T00:37:01+0000	1540697821.0	211857482296579_244838876192161	- A escolha é dos brasileiros!	21935	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/43892136_244839446192104_1542378977115504640_n.jpg?_nc_cat=103&_nc_ohc=5xvrpjmxU-QAX_v_N1v&_nc_ht=scontent.xx&oh=068f9f9ca9fc3289563ce1be8da49683&oe=5EA2C40C	63051	164	266	255	1574	4722
188	2018-10-29T00:09:20+0000	1540782560.0	211857482296579_2076031999084232	Um agradecimento a todos pela confiança e apoio!	67676	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/s640x640/43552417_2076039619083470_7307806864673079296_n.jpg?_nc_cat=108&_nc_ohc=hl7eFeCcqTcAX9yG3sm&_nc_ht=scontent.xx&_nc_tp=1002&oh=b7344219b7e5a3ddd406d8459bb9b8c0&oe=5ED977F0	316342	2537	1030	309	814	154853
189	2018-10-31T00:06:06+0000	1540955166.0	211857482296579_248928202447795	"‪- Por Felipe Moura Brasil : Um pouco da trajetória política que levou Jair Bolsonaro à Presidência da República. 

Link no youtube: youtu.be/biqF_I3fcFs‬"	6461	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/43836657_248928772447738_7821018051674898432_n.jpg?_nc_cat=102&_nc_ohc=CDcecrtVSfwAX8Nubq3&_nc_ht=scontent.xx&oh=b4864d418a18ae61caea2c6acdd7cde1&oe=5E8FCD25	66046	69	564	10	23	7082
190	2018-11-01T15:12:36+0000	1541095956.0	211857482296579_344866046060618	"- Falamos para a imprensa pela primeira vez após Juiz Sérgio Moro aceitar ser Ministro da Justiça e Segurança Pública. 

. Link no youtube: https://youtu.be/NEnfd1I_0P4"	27845	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/43113619_344866752727214_7356797963185684480_n.jpg?_nc_cat=109&_nc_ohc=VfyMA2QIU8UAX_Zkrp_&_nc_ht=scontent.xx&oh=f9b99cfc04f57fd69957c541fe4f9426&oe=5ECA27A1	114387	142	1098	12	25	18609
191	2018-12-12T22:04:40+0000	1544659480.0	211857482296579_2275948909316886	Atualização sobre os intensos trabalhos realizados nos últimos dias, com Presidente eleito Jair Bolsonaro. 🇧🇷 12 de Dezembro de 2018.	42579	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/s640x640/48278445_2275955355982908_6478342392259805184_n.jpg?_nc_cat=100&_nc_ohc=fTXbP1IkySIAX-8Yz-n&_nc_ht=scontent.xx&oh=67a456fb285e7e1fa9cddf3abe50d3d6&oe=5ECBC251	152313	1330	690	146	549	54104
192	2018-12-18T21:00:19+0000	1545174019.0	211857482296579_313867762671180	"- Política Nacional

. Link no youtube: https://youtu.be/-waYrL3heIc"	38071	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/48484285_313875562670400_7174809899522588672_n.jpg?_nc_cat=101&_nc_ohc=Vm9wOMQsj64AX-SJ_Et&_nc_ht=scontent.xx&oh=cb796ad5e299866c09fec18028c535e1&oe=5E8FCBA3	132519	969	534	130	447	40547
